fecha,distribuidora,provincia,municipio,subestacion,tension_kv,disponible_neta,ccaa
2025-11-01,iDE,MADRID,MOSTOLES,PIARROYO T2,45.0,9.66,
2025-12-01,iDE,Madrid,Móstoles,PIARROYO T2,45.0,13.63,
2026-01-01,iDE,Madrid,Móstoles,PIARROYO T2,45.0,9.66,
2026-02-01,iDE,Madrid,Móstoles,PIARROYO T2,45.0,9.66,
2026-03-01,iDE,Madrid,Móstoles,PIARROYO T2,45.0,9.66,
2026-05-01,iDE,Madrid,Móstoles,PIARROYO T2,45.0,14.52,
2025-10-01,iDE,MADRID,NAVAS DEL REY,PICADAS     132.00,132.0,0.0,
2025-11-01,iDE,MADRID,NAVAS DEL REY,PICADAS     132.00,132.0,0.0,
2025-12-01,iDE,Madrid,Navas del Rey,PICADAS     132.00,132.0,0.0,
2026-01-01,iDE,Madrid,Navas del Rey,PICADAS     132.00,132.0,0.0,
2026-02-01,iDE,Madrid,Navas del Rey,PICADAS     132.00,132.0,0.0,
2026-03-01,iDE,Madrid,Navas del Rey,PICADAS     132.00,132.0,0.0,
2026-05-01,iDE,Madrid,Navas del Rey,PICADAS     132.00,132.0,0.0,
2025-10-01,iDE,MADRID,NAVAS DEL REY,PICADAS A1   45.000,45.0,0.0,
2025-11-01,iDE,MADRID,NAVAS DEL REY,PICADAS A1   45.000,45.0,0.0,
2025-12-01,iDE,Madrid,Navas del Rey,PICADAS A1   45.000,45.0,0.0,
2026-01-01,iDE,Madrid,Navas del Rey,PICADAS A1   45.000,45.0,0.0,
2026-02-01,iDE,Madrid,Navas del Rey,PICADAS A1   45.000,45.0,0.0,
2026-03-01,iDE,Madrid,Navas del Rey,PICADAS A1   45.000,45.0,0.0,
2026-05-01,iDE,Madrid,Navas del Rey,PICADAS A1   45.000,45.0,0.0,
2025-10-01,iDE,MADRID,NAVAS DEL REY,PICADAS B1   45.000,45.0,0.0,
2025-11-01,iDE,MADRID,NAVAS DEL REY,PICADAS B1   45.000,45.0,0.0,
2025-12-01,iDE,Madrid,Navas del Rey,PICADAS B1   45.000,45.0,0.0,
2026-01-01,iDE,Madrid,Navas del Rey,PICADAS B1   45.000,45.0,0.0,
2026-02-01,iDE,Madrid,Navas del Rey,PICADAS B1   45.000,45.0,0.0,
2026-03-01,iDE,Madrid,Navas del Rey,PICADAS B1   45.000,45.0,0.0,
2026-05-01,iDE,Madrid,Navas del Rey,PICADAS B1   45.000,45.0,0.0,
2025-10-01,iDE,MADRID,NAVAS DEL REY,PICADAS T3,15.0,0.0,
2025-11-01,iDE,MADRID,NAVAS DEL REY,PICADAS T3,15.0,0.0,
2025-12-01,iDE,Madrid,Navas del Rey,PICADAS T3,15.0,0.0,
2026-01-01,iDE,Madrid,Navas del Rey,PICADAS T3,15.0,0.0,
2026-02-01,iDE,Madrid,Navas del Rey,PICADAS T3,15.0,0.0,
2026-03-01,iDE,Madrid,Navas del Rey,PICADAS T3,15.0,0.0,
2026-05-01,iDE,Madrid,Navas del Rey,PICADAS T3,15.0,0.0,
2025-10-01,iDE,VALENCIA,PICANYA,PICANYA T1,20.0,3.898,
2025-11-01,iDE,VALENCIA,PICANYA,PICANYA T1,20.0,3.9,
2025-12-01,iDE,Valencia/València,Picanya,PICANYA T1,20.0,3.9,
2026-01-01,iDE,Valencia/València,Picanya,PICANYA T1,20.0,3.9,
2026-02-01,iDE,Valencia/València,Picanya,PICANYA T1,20.0,3.9,
2026-03-01,iDE,Valencia/València,Picanya,PICANYA T1,20.0,8.4,
2026-05-01,iDE,Valencia/València,Picanya,PICANYA T1,20.0,8.4,
2025-10-01,iDE,VALENCIA,PICANYA,PICANYA T2,20.0,-1.3721,
2025-11-01,iDE,VALENCIA,PICANYA,PICANYA T2,20.0,-1.37,
2025-12-01,iDE,Valencia/València,Picanya,PICANYA T2,20.0,-1.37,
2026-01-01,iDE,Valencia/València,Picanya,PICANYA T2,20.0,-1.37,
2026-02-01,iDE,Valencia/València,Picanya,PICANYA T2,20.0,-1.37,
2026-03-01,iDE,Valencia/València,Picanya,PICANYA T2,20.0,-1.47,
2026-05-01,iDE,Valencia/València,Picanya,PICANYA T2,20.0,-1.37,
2025-10-01,iDE,VALENCIA,PICASSENT,PICASENT    132.00,132.0,0.0,
2025-11-01,iDE,VALENCIA,PICASSENT,PICASENT    132.00,132.0,0.0,
2025-12-01,iDE,Valencia/València,Picassent,PICASENT    132.00,132.0,0.0,
2026-01-01,iDE,Valencia/València,Picassent,PICASENT    132.00,132.0,0.0,
2026-02-01,iDE,Valencia/València,Picassent,PICASENT    132.00,132.0,0.0,
2026-03-01,iDE,Valencia/València,Picassent,PICASENT    132.00,132.0,0.0,
2026-05-01,iDE,Valencia/València,Picassent,PICASENT    132.00,132.0,0.0,
2025-10-01,iDE,VALENCIA,PICASSENT,PICASENT T1,20.0,0.0,
2025-11-01,iDE,VALENCIA,PICASSENT,PICASENT T1,20.0,0.0,
2025-12-01,iDE,Valencia/València,Picassent,PICASENT T1,20.0,0.0,
2026-01-01,iDE,Valencia/València,Picassent,PICASENT T1,20.0,0.0,
2026-02-01,iDE,Valencia/València,Picassent,PICASENT T1,20.0,0.0,
2026-03-01,iDE,Valencia/València,Picassent,PICASENT T1,20.0,0.0,
2026-05-01,iDE,Valencia/València,Picassent,PICASENT T1,20.0,0.0,
2025-10-01,iDE,VALENCIA,PICASSENT,PICASENT T2,20.0,0.0,
2025-11-01,iDE,VALENCIA,PICASSENT,PICASENT T2,20.0,0.0,
2025-12-01,iDE,Valencia/València,Picassent,PICASENT T2,20.0,0.0,
2026-01-01,iDE,Valencia/València,Picassent,PICASENT T2,20.0,0.0,
2026-02-01,iDE,Valencia/València,Picassent,PICASENT T2,20.0,0.0,
2026-03-01,iDE,Valencia/València,Picassent,PICASENT T2,20.0,0.0,
2026-05-01,iDE,Valencia/València,Picassent,PICASENT T2,20.0,0.0,
2025-10-01,iDE,CUENCA,TEBAR,PICAZO      132.00,132.0,0.0,
2025-11-01,iDE,CUENCA,TEBAR,PICAZO      132.00,132.0,0.0,
2025-12-01,iDE,Cuenca,Tébar,PICAZO      132.00,132.0,0.0,
2026-01-01,iDE,Cuenca,Tébar,PICAZO      132.00,132.0,0.0,
2026-02-01,iDE,Cuenca,Tébar,PICAZO      132.00,132.0,0.0,
2026-03-01,iDE,Cuenca,Tébar,PICAZO      132.00,132.0,0.0,
2026-05-01,iDE,Cuenca,Tébar,PICAZO      132.00,132.0,0.0,
2025-10-01,iDE,VALENCIA,PICANYA,PICAÑA      132.00,132.0,189.12,
2025-11-01,iDE,VALENCIA,PICANYA,PICAÑA      132.00,132.0,189.12,
2025-12-01,iDE,Valencia/València,Picanya,PICAÑA      132.00,132.0,189.12,
2026-01-01,iDE,Valencia/València,Picanya,PICAÑA      132.00,132.0,189.12,
2026-02-01,iDE,Valencia/València,Picanya,PICAÑA      132.00,132.0,189.12,
2026-03-01,iDE,Valencia/València,Picanya,PICAÑA      132.00,132.0,293.16,
2026-05-01,iDE,Valencia/València,Picanya,PICAÑA      132.00,132.0,293.16,
2025-10-01,iDE,ÁVILA,PIEDRAHITA,PIEDRAHITA T1 15,15.0,0.0,
2025-11-01,iDE,ÁVILA,PIEDRAHITA,PIEDRAHITA T1 15,15.0,0.0,
2025-12-01,iDE,Ávila,Piedrahíta,PIEDRAHITA T1 15,15.0,0.0,
2026-01-01,iDE,Ávila,Piedrahíta,PIEDRAHITA T1 15,15.0,0.0,
2026-02-01,iDE,Ávila,Piedrahíta,PIEDRAHITA T1 15,15.0,0.0,
2026-03-01,iDE,Ávila,Piedrahíta,PIEDRAHITA T1 15,15.0,0.0,
2026-05-01,iDE,Ávila,Piedrahíta,PIEDRAHITA T1 15,15.0,0.0,
2026-03-01,iDE,Ávila,Piedrahíta,PIEDRAHITA T1 45,45.0,0.0,
2025-10-01,iDE,ÁVILA,PIEDRAHITA,PIEDRAHITA T2 15,15.0,0.0,
2025-11-01,iDE,ÁVILA,PIEDRAHITA,PIEDRAHITA T2 15,15.0,0.0,
2025-12-01,iDE,Ávila,Piedrahíta,PIEDRAHITA T2 15,15.0,0.0,
2026-01-01,iDE,Ávila,Piedrahíta,PIEDRAHITA T2 15,15.0,0.0,
2026-02-01,iDE,Ávila,Piedrahíta,PIEDRAHITA T2 15,15.0,0.0,
2026-03-01,iDE,Ávila,Piedrahíta,PIEDRAHITA T2 15,15.0,0.0,
2026-05-01,iDE,Ávila,Piedrahíta,PIEDRAHITA T2 15,15.0,0.0,
2025-10-01,iDE,ÁVILA,PIEDRAHITA,PIEDRAHITA T2 45,45.0,0.0,
2025-11-01,iDE,ÁVILA,PIEDRAHITA,PIEDRAHITA T2 45,45.0,0.0,
2025-12-01,iDE,Ávila,Piedrahíta,PIEDRAHITA T2 45,45.0,0.0,
2026-01-01,iDE,Ávila,Piedrahíta,PIEDRAHITA T2 45,45.0,0.0,
2026-02-01,iDE,Ávila,Piedrahíta,PIEDRAHITA T2 45,45.0,0.0,
2026-03-01,iDE,Ávila,Piedrahíta,PIEDRAHITA T2 45,45.0,0.0,
2026-05-01,iDE,Ávila,Piedrahíta,PIEDRAHITA T2 45,45.0,0.0,
2025-10-01,iDE,MADRID,MADRID,PILAR.M T1,20.0,3.54,
2025-11-01,iDE,MADRID,MADRID,PILAR.M T1,20.0,34.86,
2025-12-01,iDE,Madrid,Madrid,PILAR.M T1,20.0,34.86,
2026-01-01,iDE,Madrid,Madrid,PILAR.M T1,20.0,34.86,
2026-02-01,iDE,Madrid,Madrid,PILAR.M T1,20.0,34.86,
2026-03-01,iDE,Madrid,Madrid,PILAR.M T1,20.0,34.86,
2026-05-01,iDE,Madrid,Madrid,PILAR.M T1,20.0,34.86,
2025-10-01,iDE,MADRID,MADRID,PILAR.M T2,20.0,15.55,
2025-11-01,iDE,MADRID,MADRID,PILAR.M T2,20.0,34.91,
2025-12-01,iDE,Madrid,Madrid,PILAR.M T2,20.0,34.91,
2026-01-01,iDE,Madrid,Madrid,PILAR.M T2,20.0,34.91,
2026-02-01,iDE,Madrid,Madrid,PILAR.M T2,20.0,34.91,
2026-03-01,iDE,Madrid,Madrid,PILAR.M T2,20.0,34.91,
2026-05-01,iDE,Madrid,Madrid,PILAR.M T2,20.0,34.91,
2025-10-01,iDE,MADRID,MADRID,PILAR.M T3,15.0,12.95,
2025-11-01,iDE,MADRID,MADRID,PILAR.M T3,15.0,34.95,
2025-12-01,iDE,Madrid,Madrid,PILAR.M T3,15.0,34.95,
2026-01-01,iDE,Madrid,Madrid,PILAR.M T3,15.0,34.95,
2026-02-01,iDE,Madrid,Madrid,PILAR.M T3,15.0,34.95,
2026-03-01,iDE,Madrid,Madrid,PILAR.M T3,15.0,34.95,
2026-05-01,iDE,Madrid,Madrid,PILAR.M T3,15.0,34.95,
2025-10-01,iDE,MADRID,MADRID,PILAR.M T4,15.0,20.19,
2025-11-01,iDE,MADRID,MADRID,PILAR.M T4,15.0,35.0,
2025-12-01,iDE,Madrid,Madrid,PILAR.M T4,15.0,35.0,
2026-01-01,iDE,Madrid,Madrid,PILAR.M T4,15.0,35.0,
2026-02-01,iDE,Madrid,Madrid,PILAR.M T4,15.0,35.0,
2026-03-01,iDE,Madrid,Madrid,PILAR.M T4,15.0,35.0,
2026-05-01,iDE,Madrid,Madrid,PILAR.M T4,15.0,35.0,
2025-10-01,iDE,MADRID,LEGANES,PILEGANE T1,15.0,6.023,
2025-11-01,iDE,MADRID,LEGANES,PILEGANE T1,15.0,6.02,
2025-12-01,iDE,Madrid,Leganés,PILEGANE T1,15.0,6.02,
2026-01-01,iDE,Madrid,Leganés,PILEGANE T1,15.0,6.02,
2026-02-01,iDE,Madrid,Leganés,PILEGANE T1,15.0,6.02,
2026-03-01,iDE,Madrid,Leganés,PILEGANE T1,15.0,6.02,
2026-05-01,iDE,Madrid,Leganés,PILEGANE T1,15.0,6.02,
2025-10-01,iDE,MADRID,LEGANES,PILEGANE T1,45.0,25.373,
2025-11-01,iDE,MADRID,LEGANES,PILEGANE T1,45.0,25.37,
2025-12-01,iDE,Madrid,Leganés,PILEGANE T1,45.0,25.37,
2026-01-01,iDE,Madrid,Leganés,PILEGANE T1,45.0,25.37,
2026-02-01,iDE,Madrid,Leganés,PILEGANE T1,45.0,25.37,
2026-03-01,iDE,Madrid,Leganés,PILEGANE T1,45.0,25.37,
2026-05-01,iDE,Madrid,Leganés,PILEGANE T1,45.0,25.37,
2025-10-01,iDE,MADRID,LEGANES,PILEGANE T2,15.0,17.4146,
2025-11-01,iDE,MADRID,LEGANES,PILEGANE T2,15.0,17.41,
2025-12-01,iDE,Madrid,Leganés,PILEGANE T2,15.0,17.41,
2026-01-01,iDE,Madrid,Leganés,PILEGANE T2,15.0,17.41,
2026-02-01,iDE,Madrid,Leganés,PILEGANE T2,15.0,17.41,
2026-03-01,iDE,Madrid,Leganés,PILEGANE T2,15.0,17.41,
2026-05-01,iDE,Madrid,Leganés,PILEGANE T2,15.0,17.41,
2025-10-01,iDE,MADRID,LEGANES,PILEGANE T2,45.0,28.0146,
2025-11-01,iDE,MADRID,LEGANES,PILEGANE T2,45.0,28.01,
2025-12-01,iDE,Madrid,Leganés,PILEGANE T2,45.0,28.01,
2026-01-01,iDE,Madrid,Leganés,PILEGANE T2,45.0,28.01,
2026-02-01,iDE,Madrid,Leganés,PILEGANE T2,45.0,28.01,
2026-03-01,iDE,Madrid,Leganés,PILEGANE T2,45.0,28.01,
2026-05-01,iDE,Madrid,Leganés,PILEGANE T2,45.0,28.01,
2025-10-01,iDE,ALICANTE,PINOSO,PINOSO      66.000,66.0,0.0,
2025-11-01,iDE,ALICANTE,PINOSO,PINOSO      66.000,66.0,0.0,
2025-12-01,iDE,Alicante/Alacant,el Pinós/Pinoso,PINOSO      66.000,66.0,0.0,
2026-01-01,iDE,Alicante/Alacant,el Pinós/Pinoso,PINOSO      66.000,66.0,0.0,
2026-02-01,iDE,Alicante/Alacant,el Pinós/Pinoso,PINOSO      66.000,66.0,0.0,
2026-03-01,iDE,Alicante/Alacant,el Pinós/Pinoso,PINOSO      66.000,66.0,0.0,
2026-05-01,iDE,Alicante/Alacant,el Pinós/Pinoso,PINOSO      66.000,66.0,0.0,
2025-10-01,iDE,ALICANTE,PINOSO,PINOSO T1,20.0,0.0,
2025-11-01,iDE,ALICANTE,PINOSO,PINOSO T1,20.0,0.0,
2025-12-01,iDE,Alicante/Alacant,el Pinós/Pinoso,PINOSO T1,20.0,0.0,
2026-01-01,iDE,Alicante/Alacant,el Pinós/Pinoso,PINOSO T1,20.0,0.0,
2026-02-01,iDE,Alicante/Alacant,el Pinós/Pinoso,PINOSO T1,20.0,0.0,
2026-03-01,iDE,Alicante/Alacant,el Pinós/Pinoso,PINOSO T1,20.0,0.0,
2026-05-01,iDE,Alicante/Alacant,el Pinós/Pinoso,PINOSO T1,20.0,0.0,
2025-10-01,iDE,ALICANTE,PINOSO,PINOSO T2,20.0,0.0,
2025-11-01,iDE,ALICANTE,PINOSO,PINOSO T2,20.0,0.0,
2025-12-01,iDE,Alicante/Alacant,el Pinós/Pinoso,PINOSO T2,20.0,0.0,
2026-01-01,iDE,Alicante/Alacant,el Pinós/Pinoso,PINOSO T2,20.0,0.0,
2026-02-01,iDE,Alicante/Alacant,el Pinós/Pinoso,PINOSO T2,20.0,0.0,
2026-03-01,iDE,Alicante/Alacant,el Pinós/Pinoso,PINOSO T2,20.0,0.0,
2026-05-01,iDE,Alicante/Alacant,el Pinós/Pinoso,PINOSO T2,20.0,0.0,
2025-10-01,iDE,MADRID,PINTO,PINTO A1     45.000,45.0,0.0,
2025-11-01,iDE,MADRID,PINTO,PINTO A1     45.000,45.0,0.0,
2025-12-01,iDE,Madrid,Pinto,PINTO A1     45.000,45.0,0.0,
2026-01-01,iDE,Madrid,Pinto,PINTO A1     45.000,45.0,0.0,
2026-02-01,iDE,Madrid,Pinto,PINTO A1     45.000,45.0,0.0,
2026-03-01,iDE,Madrid,Pinto,PINTO A1     45.000,45.0,0.0,
2026-05-01,iDE,Madrid,Pinto,PINTO A1     45.000,45.0,0.0,
2025-10-01,iDE,MADRID,PINTO,PINTO B1     45.000,45.0,-40.0,
2025-11-01,iDE,MADRID,PINTO,PINTO B1     45.000,45.0,-40.0,
2025-12-01,iDE,Madrid,Pinto,PINTO B1     45.000,45.0,-40.0,
2026-01-01,iDE,Madrid,Pinto,PINTO B1     45.000,45.0,-40.0,
2026-02-01,iDE,Madrid,Pinto,PINTO B1     45.000,45.0,-40.0,
2026-03-01,iDE,Madrid,Pinto,PINTO B1     45.000,45.0,-40.0,
2026-05-01,iDE,Madrid,Pinto,PINTO B1     45.000,45.0,-29.81,
2025-10-01,iDE,MADRID,PINTO,PINTO T4,15.0,-8.2538,
2025-11-01,iDE,MADRID,PINTO,PINTO T4,15.0,-8.25,
2025-12-01,iDE,Madrid,Pinto,PINTO T4,15.0,-8.25,
2026-01-01,iDE,Madrid,Pinto,PINTO T4,15.0,-8.25,
2026-02-01,iDE,Madrid,Pinto,PINTO T4,15.0,-8.25,
2026-03-01,iDE,Madrid,Pinto,PINTO T4,15.0,-8.26,
2026-05-01,iDE,Madrid,Pinto,PINTO T4,15.0,-8.26,
2025-10-01,iDE,MADRID,PINTO,PINTOSTR T1,15.0,0.0,
2025-11-01,iDE,MADRID,PINTO,PINTOSTR T1,15.0,0.0,
2025-12-01,iDE,Madrid,Pinto,PINTOSTR T1,15.0,0.0,
2026-01-01,iDE,Madrid,Pinto,PINTOSTR T1,15.0,0.0,
2026-02-01,iDE,Madrid,Pinto,PINTOSTR T1,15.0,0.0,
2026-03-01,iDE,Madrid,Pinto,PINTOSTR T1,15.0,0.0,
2026-05-01,iDE,Madrid,Pinto,PINTOSTR T1,15.0,0.0,
2025-10-01,iDE,MADRID,PINTO,PINTOSTR T1,45.0,-9.9,
2025-11-01,iDE,MADRID,PINTO,PINTOSTR T1,45.0,-9.9,
2025-12-01,iDE,Madrid,Pinto,PINTOSTR T1,45.0,-9.9,
2026-01-01,iDE,Madrid,Pinto,PINTOSTR T1,45.0,-9.9,
2026-02-01,iDE,Madrid,Pinto,PINTOSTR T1,45.0,-9.9,
2026-03-01,iDE,Madrid,Pinto,PINTOSTR T1,45.0,-9.9,
2026-05-01,iDE,Madrid,Pinto,PINTOSTR T1,45.0,-9.9,
2025-10-01,iDE,MADRID,PINTO,PIPINTO T1,15.0,0.0,
2025-11-01,iDE,MADRID,PINTO,PIPINTO T1,15.0,0.0,
2025-12-01,iDE,Madrid,Pinto,PIPINTO T1,15.0,0.0,
2026-01-01,iDE,Madrid,Pinto,PIPINTO T1,15.0,0.0,
2026-02-01,iDE,Madrid,Pinto,PIPINTO T1,15.0,0.0,
2026-03-01,iDE,Madrid,Pinto,PIPINTO T1,15.0,0.0,
2026-05-01,iDE,Madrid,Pinto,PIPINTO T1,15.0,0.0,
2025-10-01,iDE,MADRID,PINTO,PIPINTO T1,45.0,-24.75,
2025-11-01,iDE,MADRID,PINTO,PIPINTO T1,45.0,-24.75,
2025-12-01,iDE,Madrid,Pinto,PIPINTO T1,45.0,-24.75,
2026-01-01,iDE,Madrid,Pinto,PIPINTO T1,45.0,-24.75,
2026-02-01,iDE,Madrid,Pinto,PIPINTO T1,45.0,-24.75,
2026-03-01,iDE,Madrid,Pinto,PIPINTO T1,45.0,-24.75,
2026-05-01,iDE,Madrid,Pinto,PIPINTO T1,45.0,-24.75,
2025-10-01,iDE,MADRID,PINTO,PIPINTO T2,15.0,-4.95,
2025-11-01,iDE,MADRID,PINTO,PIPINTO T2,15.0,-4.95,
2025-12-01,iDE,Madrid,Pinto,PIPINTO T2,15.0,-4.95,
2026-01-01,iDE,Madrid,Pinto,PIPINTO T2,15.0,-4.95,
2026-02-01,iDE,Madrid,Pinto,PIPINTO T2,15.0,-4.95,
2026-03-01,iDE,Madrid,Pinto,PIPINTO T2,15.0,-4.95,
2026-05-01,iDE,Madrid,Pinto,PIPINTO T2,15.0,-4.95,
2025-10-01,iDE,MADRID,PINTO,PIPINTO T2,45.0,-24.75,
2025-11-01,iDE,MADRID,PINTO,PIPINTO T2,45.0,-24.75,
2025-12-01,iDE,Madrid,Pinto,PIPINTO T2,45.0,-24.75,
2026-01-01,iDE,Madrid,Pinto,PIPINTO T2,45.0,-24.75,
2026-02-01,iDE,Madrid,Pinto,PIPINTO T2,45.0,-24.75,
2026-03-01,iDE,Madrid,Pinto,PIPINTO T2,45.0,-24.75,
2026-05-01,iDE,Madrid,Pinto,PIPINTO T2,45.0,-24.75,
2025-10-01,iDE,MADRID,MADRID,PIQUENAS T1,15.0,7.0966,
2025-11-01,iDE,MADRID,MADRID,PIQUENAS T1,15.0,0.0,
2025-12-01,iDE,Madrid,Madrid,PIQUENAS T1,15.0,0.0,
2026-01-01,iDE,Madrid,Madrid,PIQUENAS T1,15.0,7.1,
2026-02-01,iDE,Madrid,Madrid,PIQUENAS T1,15.0,7.1,
2026-03-01,iDE,Madrid,Madrid,PIQUENAS T1,15.0,7.1,
2026-05-01,iDE,Madrid,Madrid,PIQUENAS T1,15.0,7.1,
2025-10-01,iDE,MADRID,MADRID,PIQUENAS T1,45.0,-27.9034,
2025-11-01,iDE,MADRID,MADRID,PIQUENAS T1,45.0,-27.9,
2025-12-01,iDE,Madrid,Madrid,PIQUENAS T1,45.0,-34.29,
2026-01-01,iDE,Madrid,Madrid,PIQUENAS T1,45.0,-27.9,
2026-02-01,iDE,Madrid,Madrid,PIQUENAS T1,45.0,-27.9,
2026-03-01,iDE,Madrid,Madrid,PIQUENAS T1,45.0,-27.9,
2026-05-01,iDE,Madrid,Madrid,PIQUENAS T1,45.0,-27.9,
2025-10-01,iDE,MADRID,MADRID,PIQUENAS T2,15.0,4.4019,
2025-11-01,iDE,MADRID,MADRID,PIQUENAS T2,15.0,4.4,
2025-12-01,iDE,Madrid,Madrid,PIQUENAS T2,15.0,4.4,
2026-01-01,iDE,Madrid,Madrid,PIQUENAS T2,15.0,4.4,
2026-02-01,iDE,Madrid,Madrid,PIQUENAS T2,15.0,4.4,
2026-03-01,iDE,Madrid,Madrid,PIQUENAS T2,15.0,4.4,
2026-05-01,iDE,Madrid,Madrid,PIQUENAS T2,15.0,4.4,
2025-10-01,iDE,MADRID,MADRID,PIQUENAS T2,45.0,4.4019,
2025-11-01,iDE,MADRID,MADRID,PIQUENAS T2,45.0,4.4,
2025-12-01,iDE,Madrid,Madrid,PIQUENAS T2,45.0,4.4,
2026-01-01,iDE,Madrid,Madrid,PIQUENAS T2,45.0,4.4,
2026-02-01,iDE,Madrid,Madrid,PIQUENAS T2,45.0,4.4,
2026-03-01,iDE,Madrid,Madrid,PIQUENAS T2,45.0,4.4,
2026-05-01,iDE,Madrid,Madrid,PIQUENAS T2,45.0,4.4,
2025-10-01,iDE,CÁCERES,PLASENCIA,PLASENCI    132.00,132.0,0.0,
2025-11-01,iDE,CÁCERES,PLASENCIA,PLASENCI    132.00,132.0,0.0,
2025-12-01,iDE,Cáceres,Plasencia,PLASENCI    132.00,132.0,0.0,
2026-01-01,iDE,Cáceres,Plasencia,PLASENCI    132.00,132.0,0.0,
2026-02-01,iDE,Cáceres,Plasencia,PLASENCI    132.00,132.0,0.0,
2026-03-01,iDE,Cáceres,Plasencia,PLASENCI    132.00,132.0,0.0,
2026-05-01,iDE,Cáceres,Plasencia,PLASENCI    132.00,132.0,0.0,
2025-10-01,iDE,CÁCERES,PLASENCIA,PLASENCIA IND T1 13,13.2,0.0,
2025-11-01,iDE,CÁCERES,PLASENCIA,PLASENCIA IND T1 13,13.2,0.0,
2025-12-01,iDE,Cáceres,Plasencia,PLASENCIA IND T1 13,13.2,0.0,
2026-01-01,iDE,Cáceres,Plasencia,PLASENCIA IND T1 13,13.2,0.0,
2026-02-01,iDE,Cáceres,Plasencia,PLASENCIA IND T1 13,13.2,0.0,
2026-03-01,iDE,Cáceres,Plasencia,PLASENCIA IND T1 13,13.2,0.0,
2026-05-01,iDE,Cáceres,Plasencia,PLASENCIA IND T1 13,13.2,0.0,
2025-10-01,iDE,CÁCERES,PLASENCIA,PLASENCIA IND T2 13,13.2,0.0,
2025-11-01,iDE,CÁCERES,PLASENCIA,PLASENCIA IND T2 13,13.2,0.0,
2025-12-01,iDE,Cáceres,Plasencia,PLASENCIA IND T2 13,13.2,0.0,
2026-01-01,iDE,Cáceres,Plasencia,PLASENCIA IND T2 13,13.2,0.0,
2026-02-01,iDE,Cáceres,Plasencia,PLASENCIA IND T2 13,13.2,0.0,
2026-03-01,iDE,Cáceres,Plasencia,PLASENCIA IND T2 13,13.2,0.0,
2026-05-01,iDE,Cáceres,Plasencia,PLASENCIA IND T2 13,13.2,0.0,
2025-10-01,iDE,CÁCERES,PLASENCIA,PLASENCIA IND. T1 45,45.0,0.0,
2025-11-01,iDE,CÁCERES,PLASENCIA,PLASENCIA IND. T1 45,45.0,0.0,
2025-12-01,iDE,Cáceres,Plasencia,PLASENCIA IND. T1 45,45.0,0.0,
2026-01-01,iDE,Cáceres,Plasencia,PLASENCIA IND. T1 45,45.0,0.0,
2026-02-01,iDE,Cáceres,Plasencia,PLASENCIA IND. T1 45,45.0,0.0,
2026-03-01,iDE,Cáceres,Plasencia,PLASENCIA IND. T1 45,45.0,0.0,
2026-05-01,iDE,Cáceres,Plasencia,PLASENCIA IND. T1 45,45.0,0.0,
2025-10-01,iDE,CÁCERES,PLASENCIA,PLASENCIA IND. T2 45,45.0,0.0,
2025-11-01,iDE,CÁCERES,PLASENCIA,PLASENCIA IND. T2 45,45.0,0.0,
2025-12-01,iDE,Cáceres,Plasencia,PLASENCIA IND. T2 45,45.0,0.0,
2026-01-01,iDE,Cáceres,Plasencia,PLASENCIA IND. T2 45,45.0,0.0,
2026-02-01,iDE,Cáceres,Plasencia,PLASENCIA IND. T2 45,45.0,0.0,
2026-03-01,iDE,Cáceres,Plasencia,PLASENCIA IND. T2 45,45.0,0.0,
2026-05-01,iDE,Cáceres,Plasencia,PLASENCIA IND. T2 45,45.0,0.0,
2025-10-01,iDE,CÁCERES,PLASENCIA,PLASENCIA T1 45,45.0,0.0,
2025-11-01,iDE,CÁCERES,PLASENCIA,PLASENCIA T1 45,45.0,0.0,
2025-12-01,iDE,Cáceres,Plasencia,PLASENCIA T1 45,45.0,0.0,
2026-01-01,iDE,Cáceres,Plasencia,PLASENCIA T1 45,45.0,0.0,
2026-02-01,iDE,Cáceres,Plasencia,PLASENCIA T1 45,45.0,0.0,
2026-03-01,iDE,Cáceres,Plasencia,PLASENCIA T1 45,45.0,0.0,
2026-05-01,iDE,Cáceres,Plasencia,PLASENCIA T1 45,45.0,0.0,
2025-10-01,iDE,CÁCERES,PLASENCIA,PLASENCIA T3 13,13.2,0.0,
2025-11-01,iDE,CÁCERES,PLASENCIA,PLASENCIA T3 13,13.2,0.0,
2025-12-01,iDE,Cáceres,Plasencia,PLASENCIA T3 13,13.2,0.0,
2026-01-01,iDE,Cáceres,Plasencia,PLASENCIA T3 13,13.2,0.0,
2026-02-01,iDE,Cáceres,Plasencia,PLASENCIA T3 13,13.2,0.0,
2026-03-01,iDE,Cáceres,Plasencia,PLASENCIA T3 13,13.2,0.0,
2026-05-01,iDE,Cáceres,Plasencia,PLASENCIA T3 13,13.2,0.0,
2025-10-01,iDE,CÁCERES,PLASENCIA,PLASENCIA T4 13,13.2,0.0,
2025-11-01,iDE,CÁCERES,PLASENCIA,PLASENCIA T4 13,13.2,0.0,
2025-12-01,iDE,Cáceres,Plasencia,PLASENCIA T4 13,13.2,0.0,
2026-01-01,iDE,Cáceres,Plasencia,PLASENCIA T4 13,13.2,0.0,
2026-02-01,iDE,Cáceres,Plasencia,PLASENCIA T4 13,13.2,0.0,
