distribuidora,subestacion,tension_kv,provincia,n_eventos_hist,años_distintos,trimestre_patron,concentracion_pct,avg_delta_mw,max_delta_mw,ultimo_evento,ventana_inicio,ventana_fin,estado_ventana,confianza,fechas_historicas,proyectos_ids,proyectos_estados
UFD,HERENCIA,15.0,CIUDAD REAL,3,2,1,66.7,22.2,30.1,2026-02-01,2027-01-01,2027-03-31,en 221d,0.557,2025-02-25|2025-12-01|2026-02-01,,
iDE,LA PUNTA T3,20.0,VALENCIA,3,2,4,66.7,21.9,27.8,2025-11-01,2026-10-01,2026-12-31,en 129d,0.557,2024-09-26|2025-10-01|2025-11-01,,
iDE,JUNCAL T1,45.0,MADRID,3,2,4,66.7,21.7,24.8,2025-11-01,2026-10-01,2026-12-31,en 129d,0.557,2024-03-22|2025-10-01|2025-11-01,,
iDE,QUEL        66.000,66.0,LA RIOJA,3,2,4,66.7,21.7,51.3,2025-10-03,2026-10-01,2026-12-31,en 129d,0.557,2024-10-29|2025-02-26|2025-10-03,,
iDE,SMR TENE2 BB,45.0,MADRID,3,2,4,66.7,21.7,24.8,2025-11-01,2026-10-01,2026-12-31,en 129d,0.557,2024-03-22|2025-10-01|2025-11-01,,
iDE,GANDIA T3,20.0,VALENCIA,3,2,4,66.7,20.3,27.9,2026-03-01,2026-10-01,2026-12-31,en 129d,0.557,2025-10-01|2025-11-01|2026-03-01,,
iDE,SMR MAQUE A1,45.0,MADRID,3,2,4,66.7,20.3,22.8,2025-11-01,2026-10-01,2026-12-31,en 129d,0.557,2024-03-22|2025-10-01|2025-11-01,,
iDE,LUCERO B1    45.000,45.0,MADRID,3,2,4,66.7,20.1,27.1,2026-05-01,2026-10-01,2026-12-31,en 129d,0.557,2025-10-01|2025-11-01|2026-05-01,,
REE,"OLIVOS, LOS",66.0,,3,2,1,66.7,20.0,32.0,2025-01-02,2027-01-01,2027-03-31,en 221d,0.557,2024-03-01|2024-04-01|2025-01-02,,
Endesa,PALMACON,15.0,Huelva,3,2,1,66.7,19.9,29.2,2022-02-01,2027-01-01,2027-03-31,en 221d,0.557,2021-11-01|2022-01-01|2022-02-01,,
Endesa,LLORET,25.0,Girona,3,2,2,66.7,18.9,25.3,2026-05-01,2026-04-01,2026-06-30,EN_CURSO,0.557,2022-04-01|2026-03-01|2026-05-01,,
UFD,VALDEMORO,45.0,MADRID,3,2,3,66.7,18.3,25.0,2023-08-23,2026-07-01,2026-09-30,en 37d,0.557,2022-02-27|2022-09-28|2023-08-23,,
REE,MOLINES,66.0,,3,2,4,66.7,18.0,35.0,2025-12-01,2026-10-01,2026-12-31,en 129d,0.557,2024-07-01|2024-11-04|2025-12-01,,
iDE,ESCOLARE T1,45.0,MADRID,3,2,4,66.7,17.9,28.1,2025-11-01,2026-10-01,2026-12-31,en 129d,0.557,2024-03-22|2025-10-01|2025-11-01,,
iDE,SANTURC1 T3 30.000,30.0,VIZCAYA,3,2,4,66.7,17.8,17.9,2025-11-01,2026-10-01,2026-12-31,en 129d,0.557,2024-05-29|2025-10-01|2025-11-01,,
iDE,VRREAL.S T2,20.0,CASTELLÓN,3,2,4,66.7,17.8,21.0,2025-11-01,2026-10-01,2026-12-31,en 129d,0.557,2024-04-29|2025-10-01|2025-11-01,,
iDE,EMBAJADO T2,15.0,MADRID,3,2,4,66.7,17.6,24.9,2025-11-01,2026-10-01,2026-12-31,en 129d,0.557,2024-06-25|2025-10-01|2025-11-01,,
iDE,EMBAJADO T3,15.0,MADRID,3,2,4,66.7,17.6,24.9,2025-11-01,2026-10-01,2026-12-31,en 129d,0.557,2024-06-25|2025-10-01|2025-11-01,,
iDE,FUENLABR T1,15.0,MADRID,3,2,4,66.7,17.5,27.9,2025-12-01,2026-10-01,2026-12-31,en 129d,0.557,2024-07-23|2025-10-03|2025-12-01,,
iDE,MORALZAR T1,20.0,MADRID,3,2,4,66.7,17.5,17.5,2025-11-01,2026-10-01,2026-12-31,en 129d,0.557,2024-07-23|2025-10-01|2025-11-01,,
iDE,CERCEDIL T1,20.0,MADRID,3,2,4,66.7,17.4,17.4,2025-11-01,2026-10-01,2026-12-31,en 129d,0.557,2024-07-23|2025-10-01|2025-11-01,,
iDE,OLVIDO T1,15.0,MADRID,3,2,4,66.7,17.0,17.5,2025-11-01,2026-10-01,2026-12-31,en 129d,0.557,2024-06-25|2025-10-01|2025-11-01,,
iDE,PEÑARRUBIA 132.00,132.0,MURCIA,3,2,4,66.7,16.6,29.9,2026-01-01,2026-10-01,2026-12-31,en 129d,0.557,2025-11-01|2025-12-01|2026-01-01,,
Endesa,GIBRLEON,15.0,Huelva,3,2,1,66.7,16.5,29.9,2022-02-01,2027-01-01,2027-03-31,en 221d,0.557,2021-11-01|2022-01-01|2022-02-01,,
iDE,STMURCIA T2,20.0,MURCIA,3,2,4,66.7,16.2,21.6,2025-11-01,2026-10-01,2026-12-31,en 129d,0.557,2024-09-26|2025-10-01|2025-11-01,,
iDE,ZARZAQUE T2,15.0,MADRID,3,2,4,66.7,15.2,17.5,2025-11-01,2026-10-01,2026-12-31,en 129d,0.557,2024-06-25|2025-10-01|2025-11-01,,
iDE,PILEGANE T2,15.0,MADRID,3,2,4,66.7,15.1,17.4,2025-11-01,2026-10-01,2026-12-31,en 129d,0.557,2024-06-25|2025-10-01|2025-11-01,,
REE,JUIA,220.0,,3,2,1,66.7,15.0,20.0,2026-05-01,2027-01-01,2027-03-31,en 221d,0.557,2024-02-01|2026-02-20|2026-05-01,,
iDE,MORALZAR T2,20.0,MADRID,3,2,4,66.7,14.5,17.5,2025-11-01,2026-10-01,2026-12-31,en 129d,0.557,2024-07-23|2025-10-01|2025-11-01,,
UFD,ABENOJAR,45.0,CIUDAD REAL,3,2,1,66.7,14.4,19.2,2026-02-01,2027-01-01,2027-03-31,en 221d,0.557,2025-02-25|2025-12-01|2026-02-01,,
iDE,FUENCA.M T4,20.0,MADRID,3,2,4,66.7,14.4,23.4,2025-11-01,2026-10-01,2026-12-31,en 129d,0.557,2024-04-29|2025-10-01|2025-11-01,,
Endesa,CENTENAR,66.0,Sevilla,3,2,2,66.7,14.2,28.3,2025-12-01,2026-04-01,2026-06-30,EN_CURSO,0.557,2022-04-01|2022-06-01|2025-12-01,,
iDE,STMURCIA T1,20.0,MURCIA,3,2,4,66.7,14.2,16.9,2026-01-01,2026-10-01,2026-12-31,en 129d,0.557,2025-10-01|2025-11-01|2026-01-01,,
Endesa,CBERMEJA,20.0,Málaga,3,2,1,66.7,14.1,19.5,2026-03-01,2027-01-01,2027-03-31,en 221d,0.557,2025-10-01|2026-01-01|2026-03-01,,
Endesa,S.FELIU,25.0,Barcelona,3,2,4,66.7,14.0,19.7,2025-12-01,2026-10-01,2026-12-31,en 129d,0.557,2022-04-01|2025-10-01|2025-12-01,,
Endesa,S.FELIU,66.0,Barcelona,3,2,4,66.7,14.0,19.7,2025-12-01,2026-10-01,2026-12-31,en 129d,0.557,2022-04-01|2025-10-01|2025-12-01,,
Endesa,TELDE,20.0,Las Palmas,3,2,4,66.7,14.0,17.1,2022-03-01,2026-10-01,2026-12-31,en 129d,0.557,2021-10-01|2021-12-01|2022-03-01,,
iDE,ESCORIAL T1,20.0,MADRID,3,2,4,66.7,13.6,14.0,2025-11-01,2026-10-01,2026-12-31,en 129d,0.557,2024-07-23|2025-10-01|2025-11-01,,
iDE,T.CANTOS T7,20.0,MADRID,3,2,4,66.7,13.5,17.8,2025-11-01,2026-10-01,2026-12-31,en 129d,0.557,2024-02-28|2025-10-01|2025-11-01,,
UFD,REDONDELA,66.0,PONTEVEDRA,3,2,1,66.7,13.1,17.0,2025-10-01,2027-01-01,2027-03-31,en 221d,0.557,2022-02-27|2025-01-27|2025-10-01,,
iDE,FUENCARR    66.000,66.0,MADRID,3,2,4,66.7,12.9,25.8,2025-10-03,2026-10-01,2026-12-31,en 129d,0.557,2024-06-25|2024-10-29|2025-10-03,,
UFD,STA.CRUZ DE MUDELA,15.0,CIUDAD REAL,3,2,1,66.7,12.6,23.8,2026-02-01,2027-01-01,2027-03-31,en 221d,0.557,2025-02-25|2025-12-01|2026-02-01,,
iDE,TUDELA      66.000,66.0,NAVARRA,3,2,1,66.7,12.6,18.2,2026-03-01,2027-01-01,2027-03-31,en 221d,0.557,2025-01-30|2025-10-03|2026-03-01,,
iDE,VALDERA1 T2,15.0,MADRID,3,2,4,66.7,12.3,19.3,2025-11-01,2026-10-01,2026-12-31,en 129d,0.557,2024-06-25|2025-10-01|2025-11-01,,
iDE,ZARZAQUE T1,15.0,MADRID,3,2,4,66.7,12.1,19.6,2025-11-01,2026-10-01,2026-12-31,en 129d,0.557,2024-06-25|2025-10-01|2025-11-01,,
iDE,PIALCOR1 T1,15.0,MADRID,3,2,4,66.7,11.8,19.8,2025-11-01,2026-10-01,2026-12-31,en 129d,0.557,2024-06-25|2025-10-01|2025-11-01,,
iDE,CARRASCA T2,15.0,MADRID,3,2,4,66.7,11.7,21.1,2025-11-01,2026-10-01,2026-12-31,en 129d,0.557,2024-06-25|2025-10-01|2025-11-01,,
iDE,ESCOLARE T1,15.0,MADRID,3,2,4,66.7,11.7,21.1,2025-11-01,2026-10-01,2026-12-31,en 129d,0.557,2024-06-25|2025-10-01|2025-11-01,,
iDE,VILLALBA T3,20.0,MADRID,3,2,4,66.7,11.7,13.2,2025-11-01,2026-10-01,2026-12-31,en 129d,0.557,2024-07-23|2025-10-01|2025-11-01,,
iDE,ZARZAQUE T4,15.0,MADRID,3,2,4,66.7,11.7,21.0,2025-11-01,2026-10-01,2026-12-31,en 129d,0.557,2024-06-25|2025-10-01|2025-11-01,,
iDE,CESTUDIA T2,15.0,MADRID,3,2,4,66.7,11.6,20.9,2025-11-01,2026-10-01,2026-12-31,en 129d,0.557,2024-06-25|2025-10-01|2025-11-01,,
iDE,PIALCOR1 T2,15.0,MADRID,3,2,4,66.7,11.6,21.1,2025-11-01,2026-10-01,2026-12-31,en 129d,0.557,2024-06-25|2025-10-01|2025-11-01,,
iDE,ZARZAQUE T3,15.0,MADRID,3,2,4,66.7,11.6,21.0,2025-11-01,2026-10-01,2026-12-31,en 129d,0.557,2024-06-25|2025-10-01|2025-11-01,,
iDE,VALDRREJ T2,15.0,MADRID,3,2,4,66.7,11.5,21.2,2025-11-01,2026-10-01,2026-12-31,en 129d,0.557,2024-06-25|2025-10-01|2025-11-01,,
iDE,PERATA T1,15.0,MADRID,3,2,4,66.7,11.4,13.8,2025-11-01,2026-10-01,2026-12-31,en 129d,0.557,2024-06-25|2025-10-01|2025-11-01,,
iDE,MELANC.M T41,15.0,MADRID,3,2,4,66.7,11.1,13.6,2025-11-01,2026-10-01,2026-12-31,en 129d,0.557,2024-02-28|2025-10-01|2025-11-01,,
iDE,TORRENTE T4,20.0,VALENCIA,3,2,4,66.7,11.0,19.4,2026-05-01,2026-10-01,2026-12-31,en 129d,0.557,2025-10-01|2025-11-01|2026-05-01,,
iDE,PILEGANE T1,15.0,MADRID,3,2,4,66.7,10.5,19.4,2025-11-01,2026-10-01,2026-12-31,en 129d,0.557,2024-06-25|2025-10-01|2025-11-01,,
iDE,ANTUSANA T2,45.0,MADRID,3,2,4,66.7,10.2,13.2,2025-11-01,2026-10-01,2026-12-31,en 129d,0.557,2024-03-22|2025-10-01|2025-11-01,,
iDE,NAVALCAR T2,45.0,MADRID,3,2,4,66.7,10.2,13.2,2025-11-01,2026-10-01,2026-12-31,en 129d,0.557,2024-03-22|2025-10-01|2025-11-01,,
iDE,XANADU T2,15.0,MADRID,3,2,4,66.7,10.2,13.2,2025-11-01,2026-10-01,2026-12-31,en 129d,0.557,2024-03-22|2025-10-01|2025-11-01,,
iDE,XANADU T2,45.0,MADRID,3,2,4,66.7,10.2,13.2,2025-11-01,2026-10-01,2026-12-31,en 129d,0.557,2024-03-22|2025-10-01|2025-11-01,,
iDE,CANTALAR T2,20.0,ALICANTE,3,2,1,66.7,10.1,10.4,2025-10-01,2027-01-01,2027-03-31,en 221d,0.557,2024-01-31|2025-01-30|2025-10-01,,
Endesa,LOMO_MASP,20.0,Las Palmas,3,2,2,66.7,10.0,15.9,2026-05-01,2026-04-01,2026-06-30,EN_CURSO,0.557,2022-03-01|2022-04-01|2026-05-01,,
UFD,VALDEMORO 2,15.0,MADRID,3,2,1,66.7,10.0,10.0,2023-03-29,2027-01-01,2027-03-31,en 221d,0.557,2022-02-27|2022-08-28|2023-03-29,,
iDE,SERNA T1,15.0,MADRID,3,2,4,66.7,10.0,16.1,2025-11-01,2026-10-01,2026-12-31,en 129d,0.557,2024-06-25|2025-10-01|2025-11-01,,
iDE,SERNA T2,15.0,MADRID,3,2,4,66.7,10.0,16.1,2025-11-01,2026-10-01,2026-12-31,en 129d,0.557,2024-06-25|2025-10-01|2025-11-01,,
UFD,SAN MARCOS,15.0,LA CORUÑA,3,2,2,66.7,9.8,13.2,2024-06-18,2026-04-01,2026-06-30,EN_CURSO,0.557,2022-02-27|2024-05-21|2024-06-18,,
Endesa,CERDANYOLA,25.0,Barcelona,3,2,4,66.7,9.5,11.8,2025-12-01,2026-10-01,2026-12-31,en 129d,0.557,2022-04-01|2025-10-01|2025-12-01,,
iDE,NAVALAG.    66.000,66.0,MADRID,3,2,4,66.7,9.5,12.8,2025-11-01,2026-10-01,2026-12-31,en 129d,0.557,2024-07-23|2025-10-01|2025-11-01,,
iDE,LISBOA T1,15.0,MADRID,3,2,4,66.7,9.2,13.5,2025-11-01,2026-10-01,2026-12-31,en 129d,0.557,2024-06-25|2025-10-01|2025-11-01,,
iDE,NAVALAGA T1,20.0,MADRID,3,2,4,66.7,9.2,11.7,2025-11-01,2026-10-01,2026-12-31,en 129d,0.557,2024-07-23|2025-10-01|2025-11-01,,
iDE,ST ELGEA    30.000,30.0,ÁLAVA,3,2,4,66.7,9.2,16.0,2026-03-01,2026-10-01,2026-12-31,en 129d,0.557,2025-10-01|2025-11-01|2026-03-01,,
iDE,VALDMLLO    66.000,66.0,MADRID,3,2,4,66.7,8.9,10.9,2025-11-01,2026-10-01,2026-12-31,en 129d,0.557,2024-07-23|2025-10-01|2025-11-01,,
Endesa,LA_MUELA,15.0,Zaragoza,3,2,1,66.7,8.5,12.6,2022-03-01,2027-01-01,2027-03-31,en 221d,0.557,2021-08-01|2022-02-01|2022-03-01,,
iDE,PLGNO C A1,45.0,MADRID,3,2,4,66.7,8.5,9.4,2026-01-01,2026-10-01,2026-12-31,en 129d,0.557,2025-10-01|2025-11-01|2026-01-01,,
iDE,BUENAVIS T1,15.0,MADRID,3,2,4,66.7,8.3,14.1,2026-05-01,2026-10-01,2026-12-31,en 129d,0.557,2025-10-03|2025-12-01|2026-05-01,,
Endesa,CUERVO,15.0,Sevilla,3,2,1,66.7,8.2,9.8,2022-02-01,2027-01-01,2027-03-31,en 221d,0.557,2021-11-01|2022-01-01|2022-02-01,,
Endesa,S_JUAN_P,15.0,Huelva,3,2,1,66.7,8.0,9.2,2022-02-01,2027-01-01,2027-03-31,en 221d,0.557,2021-11-01|2022-01-01|2022-02-01,,
iDE,PLGNO C B1,45.0,MADRID,3,2,4,66.7,8.0,9.0,2026-01-01,2026-10-01,2026-12-31,en 129d,0.557,2025-10-01|2025-11-01|2026-01-01,,
Endesa,NIEBLA,15.0,Huelva,3,2,1,66.7,6.6,9.9,2022-02-01,2027-01-01,2027-03-31,en 221d,0.557,2021-11-01|2022-01-01|2022-02-01,,
iDE,CERCEDIL T2,20.0,MADRID,3,2,4,66.7,6.5,6.5,2025-11-01,2026-10-01,2026-12-31,en 129d,0.557,2024-07-23|2025-10-01|2025-11-01,,
iDE,LOGRONO T51,13.2,LA RIOJA,3,2,4,66.7,5.9,7.6,2026-03-01,2026-10-01,2026-12-31,en 129d,0.557,2025-10-01|2025-12-01|2026-03-01,,
iDE,BUENAVIS T2,15.0,MADRID,3,2,4,66.7,5.7,6.5,2026-03-01,2026-10-01,2026-12-31,en 129d,0.557,2025-10-01|2025-12-01|2026-03-01,,
iDE,NAVALCAR T2,15.0,MADRID,3,2,4,66.7,5.6,6.1,2025-11-01,2026-10-01,2026-12-31,en 129d,0.557,2024-06-25|2025-10-01|2025-11-01,,
REE,MUNIESA,400.0,,4,2,1,50.0,159.5,237.0,2026-03-02,2027-01-01,2027-03-31,en 221d,0.52,2025-02-03|2025-04-01|2025-05-05|2026-03-02,,
REE,MANCHEGA,400.0,,4,2,3,50.0,154.5,209.0,2025-12-01,2026-07-01,2026-09-30,en 37d,0.52,2024-07-01|2024-08-01|2025-03-03|2025-12-01,,
REE,PUEBLA DE GUZMAN,220.0,,4,2,2,50.0,123.8,230.0,2026-05-01,2026-04-01,2026-06-30,EN_CURSO,0.52,2025-04-01|2025-08-01|2026-02-20|2026-05-01,,
iDE,TEULADA     132.00,132.0,ALICANTE,4,2,4,50.0,122.1,192.4,2025-11-01,2026-10-01,2026-12-31,en 129d,0.52,2024-06-25|2024-10-29|2025-01-30|2025-11-01,,
REE,MUDARRA,400.0,,4,2,3,50.0,118.5,367.0,2025-07-01,2026-07-01,2026-09-30,en 37d,0.52,2024-08-01|2024-12-02|2025-05-05|2025-07-01,,
iDE,EL PILAR    132.00,132.0,MADRID,4,2,2,50.0,117.5,221.7,2025-11-01,2026-04-01,2026-06-30,EN_CURSO,0.52,2024-05-29|2024-06-25|2025-10-01|2025-11-01,,
REE,TAFALLA,220.0,,4,2,2,50.0,89.8,150.0,2025-10-01,2026-04-01,2026-06-30,EN_CURSO,0.52,2024-05-16|2025-05-05|2025-07-01|2025-10-01,,
Endesa,Candasnos,0.00900239,Huesca,4,1,4,75.0,87.8,87.8,2022-12-01,2026-10-01,2026-12-31,en 129d,0.52,2022-09-01|2022-10-01|2022-11-01|2022-12-01,,
REE,REGOELLE,220.0,,4,2,4,50.0,86.0,201.0,2025-06-02,2026-10-01,2026-12-31,en 129d,0.52,2024-01-02|2024-10-01|2024-12-02|2025-06-02,,
Endesa,Graus,0.35719497,Huesca,4,1,4,75.0,85.0,85.0,2022-12-01,2026-10-01,2026-12-31,en 129d,0.52,2022-09-01|2022-10-01|2022-11-01|2022-12-01,,
Endesa,Olèrdola,1.69674037,Barcelona,4,1,4,75.0,85.0,85.0,2022-12-01,2026-10-01,2026-12-31,en 129d,0.52,2022-09-01|2022-10-01|2022-11-01|2022-12-01,,
Endesa,"Vendrell, El",1.50727294,Tarragona,4,1,4,75.0,85.0,85.0,2022-12-01,2026-10-01,2026-12-31,en 129d,0.52,2022-09-01|2022-10-01|2022-11-01|2022-12-01,,
REE,FACINAS,220.0,,4,2,4,50.0,74.5,130.0,2025-12-01,2026-10-01,2026-12-31,en 129d,0.52,2024-04-01|2024-07-01|2024-12-02|2025-12-01,,
REE,VILLAVICIOSA,220.0,,4,2,2,50.0,74.2,160.0,2025-04-01,2026-04-01,2026-06-30,EN_CURSO,0.52,2024-05-16|2024-11-04|2025-02-03|2025-04-01,,
REE,SANTA MARIA,66.0,,4,2,2,50.0,70.2,218.0,2025-05-05,2026-04-01,2026-06-30,EN_CURSO,0.52,2024-06-03|2024-10-01|2025-03-03|2025-05-05,,
REE,SANT ANDREU,220.0,,4,2,4,50.0,58.8,90.0,2025-12-01,2026-10-01,2026-12-31,en 129d,0.52,2024-07-01|2025-02-03|2025-10-01|2025-12-01,,
REE,PERAFORT,220.0,,4,2,4,50.0,54.0,70.0,2025-12-01,2026-10-01,2026-12-31,en 129d,0.52,2024-07-01|2024-11-04|2025-04-01|2025-12-01,,
Endesa,PTO_REAL,66.0,Cádiz,4,2,1,50.0,53.1,110.1,2025-10-01,2027-01-01,2027-03-31,en 221d,0.52,2022-02-01|2022-03-01|2022-04-01|2025-10-01,,
REE,ANOIA,220.0,,4,2,3,50.0,50.8,109.0,2025-07-01,2026-07-01,2026-09-30,en 37d,0.52,2024-08-01|2024-12-02|2025-06-02|2025-07-01,,
UFD,VALDEPEÑAS,45.0,CIUDAD REAL,4,2,1,50.0,43.1,109.5,2026-05-01,2027-01-01,2027-03-31,en 221d,0.52,2025-01-27|2025-12-01|2026-02-01|2026-05-01,,
Endesa,ALIJAR,66.0,Cádiz,4,2,1,50.0,35.1,79.3,2022-04-01,2027-01-01,2027-03-31,en 221d,0.52,2021-11-01|2022-01-01|2022-02-01|2022-04-01,,
REE,MORALEJA,220.0,,4,2,2,50.0,33.5,86.0,2025-12-01,2026-04-01,2026-06-30,EN_CURSO,0.52,2024-05-16|2024-06-03|2025-09-01|2025-12-01,,
REE,LASTRAS,400.0,,4,2,2,50.0,30.0,50.0,2026-05-01,2026-04-01,2026-06-30,EN_CURSO,0.52,2025-04-01|2025-07-01|2025-08-01|2026-05-01,,
iDE,ST JUNDIZ   30.000,30.0,ÁLAVA,4,1,4,75.0,29.6,61.1,2025-12-01,2026-10-01,2026-12-31,en 129d,0.52,2025-01-30|2025-10-03|2025-11-01|2025-12-01,,
Endesa,ALCORES,132.0,Sevilla,4,2,4,50.0,23.1,41.7,2022-01-01,2026-10-01,2026-12-31,en 129d,0.52,2021-08-01|2021-10-01|2021-12-01|2022-01-01,,
Endesa,OSARIO,66.0,Sevilla,4,2,4,50.0,21.6,36.8,2022-03-01,2026-10-01,2026-12-31,en 129d,0.52,2021-08-01|2021-10-01|2021-12-01|2022-03-01,,
Endesa,VALME,132.0,Sevilla,4,2,4,50.0,21.1,48.0,2022-05-01,2026-10-01,2026-12-31,en 129d,0.52,2021-10-01|2021-11-01|2022-02-01|2022-05-01,,
Endesa,EMPALME,66.0,Sevilla,4,2,4,50.0,20.9,33.6,2022-03-01,2026-10-01,2026-12-31,en 129d,0.52,2021-08-01|2021-10-01|2021-12-01|2022-03-01,,
iDE,GALAPAGA T4,20.0,MADRID,4,2,3,50.0,19.8,26.5,2025-11-01,2026-07-01,2026-09-30,en 37d,0.52,2024-07-23|2024-09-26|2025-10-01|2025-11-01,,
iDE,PESTORIL T1,45.0,MADRID,4,2,4,50.0,17.7,27.1,2026-05-01,2026-10-01,2026-12-31,en 129d,0.52,2025-02-26|2025-10-01|2025-11-01|2026-05-01,,
Endesa,ALDEA_BLAN,20.0,Las Palmas,4,2,1,50.0,15.3,20.4,2022-04-01,2027-01-01,2027-03-31,en 221d,0.52,2021-11-01|2022-01-01|2022-02-01|2022-04-01,,
Endesa,NERJA,66.0,Málaga,4,2,4,50.0,15.3,30.5,2026-05-01,2026-10-01,2026-12-31,en 129d,0.52,2025-10-01|2025-12-01|2026-03-01|2026-05-01,,
Endesa,PLAZA,45.0,Zaragoza,4,2,4,50.0,14.7,17.7,2022-04-01,2026-10-01,2026-12-31,en 129d,0.52,2021-09-01|2021-11-01|2021-12-01|2022-04-01,,
iDE,TAFALLA     66.000,66.0,NAVARRA,4,2,4,50.0,14.2,27.5,2026-01-01,2026-10-01,2026-12-31,en 129d,0.52,2025-04-11|2025-10-03|2025-11-01|2026-01-01,,
Endesa,SANTIPON,15.0,Sevilla,4,2,4,50.0,14.1,20.2,2022-03-01,2026-10-01,2026-12-31,en 129d,0.52,2021-08-01|2021-10-01|2021-12-01|2022-03-01,,
iDE,MONCOFAR    66.000,66.0,CASTELLÓN,4,2,2,50.0,14.1,36.9,2025-10-03,2026-04-01,2026-06-30,EN_CURSO,0.52,2024-05-29|2024-06-25|2024-10-29|2025-10-03,,
iDE,PESTORIL T1,15.0,MADRID,4,2,4,50.0,14.0,17.5,2025-11-01,2026-10-01,2026-12-31,en 129d,0.52,2024-06-25|2025-02-26|2025-10-01|2025-11-01,,
REE,VALLDIGNA,220.0,,4,2,4,50.0,13.8,20.0,2025-12-01,2026-10-01,2026-12-31,en 129d,0.52,2024-10-01|2025-04-01|2025-05-05|2025-12-01,,
Endesa,EMPALME,132.0,Sevilla,4,2,4,50.0,13.7,21.4,2022-03-01,2026-10-01,2026-12-31,en 129d,0.52,2021-08-01|2021-10-01|2021-12-01|2022-03-01,,
Endesa,EMPALME,20.0,Sevilla,4,2,4,50.0,13.7,21.4,2022-03-01,2026-10-01,2026-12-31,en 129d,0.52,2021-08-01|2021-10-01|2021-12-01|2022-03-01,,
Endesa,SANTIPON,132.0,Sevilla,4,2,4,50.0,12.9,20.2,2022-03-01,2026-10-01,2026-12-31,en 129d,0.52,2021-08-01|2021-10-01|2021-12-01|2022-03-01,,
REE,CHAYOFA,66.0,,4,2,1,50.0,12.8,20.0,2025-01-02,2027-01-01,2027-03-31,en 221d,0.52,2024-03-01|2024-07-01|2024-11-04|2025-01-02,,
UFD,MORAL DE CALATRAVA,15.0,CIUDAD REAL,4,2,1,50.0,12.4,18.5,2026-05-01,2027-01-01,2027-03-31,en 221d,0.52,2025-02-25|2025-12-01|2026-02-01|2026-05-01,,
iDE,"ST,STR ALI A30.000",30.0,ÁLAVA,4,2,1,50.0,12.3,20.2,2025-10-03,2027-01-01,2027-03-31,en 221d,0.52,2024-03-22|2024-08-27|2025-01-30|2025-10-03,,
REE,CALA MILLOR,66.0,,4,2,4,50.0,11.5,20.0,2025-10-01,2026-10-01,2026-12-31,en 129d,0.52,2024-01-02|2024-04-01|2024-12-02|2025-10-01,,
iDE,ESCORIAL T2,20.0,MADRID,4,2,3,50.0,10.7,14.0,2025-11-01,2026-07-01,2026-09-30,en 37d,0.52,2024-07-23|2024-09-26|2025-10-01|2025-11-01,,
iDE,PERATA T2,15.0,MADRID,4,2,4,50.0,9.6,14.2,2025-11-01,2026-10-01,2026-12-31,en 129d,0.52,2024-06-25|2025-02-26|2025-10-01|2025-11-01,,
iDE,MOSTOLES T2,45.0,MADRID,4,2,4,50.0,8.0,9.7,2025-11-01,2026-10-01,2026-12-31,en 129d,0.52,2024-04-29|2025-02-26|2025-10-01|2025-11-01,,
iDE,PIARROYO T2,45.0,MADRID,4,2,4,50.0,8.0,9.7,2025-11-01,2026-10-01,2026-12-31,en 129d,0.52,2024-04-29|2025-02-26|2025-10-01|2025-11-01,,
iDE,LISBOA T2,15.0,MADRID,4,2,4,50.0,7.7,11.7,2025-11-01,2026-10-01,2026-12-31,en 129d,0.52,2024-06-25|2025-02-26|2025-10-01|2025-11-01,,
iDE,MOSTOLES T2,15.0,MADRID,4,2,4,50.0,6.8,8.2,2025-11-01,2026-10-01,2026-12-31,en 129d,0.52,2024-06-25|2025-02-26|2025-10-01|2025-11-01,,
REE,ORCOYEN,220.0,,5,1,2,60.0,37.8,50.0,2025-10-01,2026-04-01,2026-06-30,EN_CURSO,0.49,2025-04-01|2025-05-05|2025-06-02|2025-07-01|2025-10-01,,
REE,ASCÓ,400.0,,2,2,3,50.0,325.5,399.0,2025-02-03,2026-07-01,2026-09-30,en 37d,0.46,2024-08-01|2025-02-03,,
REE,BEGUES,400.0,,2,2,4,50.0,295.0,581.0,2025-08-01,2026-10-01,2026-12-31,en 129d,0.46,2024-12-02|2025-08-01,,
iDE,SAGUNTO     132.00,132.0,VALENCIA,2,2,4,50.0,256.0,326.0,2026-05-01,2026-10-01,2026-12-31,en 129d,0.46,2025-10-03|2026-05-01,,
REE,TOTANA,400.0,,2,2,3,50.0,173.5,319.0,2026-02-20,2026-07-01,2026-09-30,en 37d,0.46,2025-09-01|2026-02-20,,
UFD,C.T. NARCEA,132.0,ASTURIAS,2,2,1,50.0,154.0,154.0,2024-12-17,2027-01-01,2027-03-31,en 221d,0.46,2022-02-27|2024-12-17,,
REE,MORATA,400.0,,2,2,3,50.0,153.0,153.0,2025-01-02,2026-07-01,2026-09-30,en 37d,0.46,2024-08-01|2025-01-02,,
REE,SEGOVIA,400.0,,2,2,2,50.0,123.0,196.0,2026-02-20,2026-04-01,2026-06-30,EN_CURSO,0.46,2025-04-01|2026-02-20,,
REE,MIRANDA DE EBRO,220.0,,2,2,2,50.0,119.5,180.0,2026-02-20,2026-04-01,2026-06-30,EN_CURSO,0.46,2025-06-02|2026-02-20,prj_00992,otorgado
