distribuidora,subestacion,tension_kv,provincia,n_eventos,mes_top,mes_top_pct,trimestre_top,tri_top_pct,avg_delta_mw,max_delta_mw,patron_claro,fechas_eventos
iDE,LAVANDERB   66.000,66.0,MADRID,2,10,50.0,4,100.0,16.3,18.8,True,2025-10-01|2025-11-01
iDE,ZARZALEJ T1,45.0,MADRID,2,11,50.0,4,50.0,16.3,26.7,True,2025-11-01|2026-03-01
Endesa,ALCAGUAD,132.0,Sevilla,2,8,50.0,3,50.0,16.2,26.0,True,2021-08-01|2021-12-01
iDE,SANJOSE T2,13.0,LA RIOJA,2,7,50.0,3,50.0,16.2,17.0,True,2024-07-23|2024-10-29
Endesa,ZUMAJOS,66.0,Cádiz,2,1,50.0,1,50.0,16.0,23.4,True,2026-01-01|2026-05-01
REE,CACERES,220.0,,2,1,50.0,1,100.0,16.0,17.0,True,2025-01-02|2026-03-02
REE,MORATA,220.0,,2,4,50.0,2,50.0,16.0,18.0,True,2024-04-01|2024-08-01
REE,SAN JUAN BALEARES,66.0,,2,4,50.0,2,50.0,16.0,22.0,True,2024-04-01|2024-07-01
iDE,SANJOSE T1,13.0,LA RIOJA,2,7,50.0,3,50.0,16.0,16.6,True,2024-07-23|2024-10-29
Endesa,LA_MUELA,45.0,Zaragoza,2,8,50.0,3,50.0,15.9,20.0,True,2021-08-01|2022-04-01
iDE,LUCERO T2,15.0,MADRID,2,10,50.0,4,100.0,15.9,15.9,True,2025-10-01|2025-11-01
iDE,S.AGUSTIN B 66.000,66.0,MADRID,2,10,50.0,4,100.0,15.9,17.4,True,2025-10-01|2025-11-01
Endesa,S.CELONI,25.0,Barcelona,2,4,50.0,2,100.0,15.8,25.3,True,2022-04-01|2026-05-01
Endesa,VIC,25.0,Barcelona,2,4,50.0,2,50.0,15.8,16.0,True,2022-04-01|2025-12-01
iDE,VINALESA T3,20.0,VALENCIA,2,10,50.0,4,100.0,15.8,16.9,True,2025-10-01|2025-11-01
Endesa,LEPE,15.0,Huelva,2,1,50.0,1,100.0,15.7,16.1,True,2022-01-01|2022-03-01
iDE,ARROYO.V T22,20.0,MADRID,2,10,50.0,4,50.0,15.6,26.2,True,2025-10-01|2026-03-01
iDE,T.CANTOS T3,20.0,MADRID,2,10,50.0,4,100.0,15.6,17.3,True,2025-10-01|2025-11-01
iDE,T.CANTOS T4,20.0,MADRID,2,10,50.0,4,100.0,15.6,17.3,True,2025-10-01|2025-11-01
iDE,TCANTOS A1   66.000,66.0,MADRID,2,10,50.0,4,100.0,15.6,17.3,True,2025-10-01|2025-11-01
REE,ARONA,66.0,,2,10,50.0,4,50.0,15.5,22.0,True,2024-10-01|2025-03-03
iDE,ARAVACA T3,20.0,MADRID,2,10,50.0,4,100.0,15.5,21.5,True,2025-10-01|2025-11-01
iDE,C.FREGAC T1,15.0,MADRID,2,10,50.0,4,100.0,15.3,15.8,True,2025-10-01|2025-11-01
Endesa,CBERMEJA,132.0,Málaga,2,10,50.0,4,50.0,15.2,16.2,True,2025-10-01|2026-03-01
Endesa,SALT,25.0,Girona,2,4,50.0,2,50.0,15.2,22.7,True,2022-04-01|2025-10-01
UFD,CANGAS 2,20.0,PONTEVEDRA,2,3,50.0,1,50.0,15.0,15.0,True,2022-03-27|2022-09-28
UFD,PAZOS DE BORBEN,66.0,PONTEVEDRA,2,1,50.0,1,50.0,15.0,15.0,True,2025-01-27|2025-10-01
iDE,BENIFERR T2,20.0,VALENCIA,2,3,50.0,1,50.0,15.0,15.0,True,2024-03-22|2024-11-15
Endesa,MANANTIA,66.0,Málaga,2,12,50.0,4,50.0,14.9,17.0,True,2021-12-01|2022-04-01
Endesa,SECUNDAR,66.0,Málaga,2,4,50.0,2,100.0,14.9,21.9,True,2022-04-01|2026-05-01
UFD,LAS MERCEDES,15.0,MADRID,2,2,50.0,1,50.0,14.9,14.9,True,2022-02-27|2024-04-18
iDE,VRREAL.S 132.00,132.0,CASTELLÓN,2,11,50.0,4,50.0,14.9,19.8,True,2023-11-30|2024-01-31
iDE,ESTREL.M T11,15.0,MADRID,2,10,50.0,4,100.0,14.8,15.4,True,2025-10-01|2025-11-01
iDE,FUENCA.M T3,20.0,MADRID,2,10,50.0,4,100.0,14.7,19.1,True,2025-10-01|2025-11-01
Endesa,TORREJON,66.0,Sevilla,2,11,50.0,4,50.0,14.5,16.1,True,2021-11-01|2022-04-01
Endesa,CALONGE,132.0,Sevilla,2,8,50.0,3,50.0,14.3,16.6,True,2021-08-01|2021-10-01
Endesa,CALONGE,20.0,Sevilla,2,8,50.0,3,50.0,14.3,16.6,True,2021-08-01|2021-10-01
Endesa,PRAT,15.0,"Balears, Illes",2,10,50.0,4,50.0,14.2,23.4,True,2025-10-01|2026-03-01
iDE,VIENCINA T2,15.0,MADRID,2,6,50.0,2,50.0,14.1,16.1,True,2024-06-25|2025-10-03
iDE,VINALESA T4,20.0,VALENCIA,2,10,50.0,4,100.0,14.1,14.1,True,2025-10-01|2025-11-01
Endesa,GUIA,20.0,Las Palmas,2,3,50.0,1,100.0,13.9,21.2,True,2022-03-01|2026-01-01
UFD,REDONDELA,15.0,PONTEVEDRA,2,2,50.0,1,100.0,13.9,17.9,True,2022-02-27|2025-01-27
iDE,C.VIEJO T2,20.0,MADRID,2,10,50.0,4,100.0,13.9,13.9,True,2025-10-01|2025-11-01
Endesa,ROMERALE,66.0,Huelva,2,12,50.0,4,50.0,13.8,15.4,True,2021-12-01|2022-03-01
iDE,LAVANDER T1,20.0,MADRID,2,10,50.0,4,100.0,13.7,13.7,True,2025-10-01|2025-11-01
iDE,LAVANDER T2,20.0,MADRID,2,10,50.0,4,100.0,13.7,13.7,True,2025-10-01|2025-11-01
UFD,MOURENTE,66.0,PONTEVEDRA,2,1,50.0,1,50.0,13.5,17.0,True,2025-01-27|2025-10-01
Endesa,S.JUST,66.0,Barcelona,2,4,50.0,2,50.0,13.3,13.8,True,2022-04-01|2025-10-01
Endesa,CENTELLES,25.0,Barcelona,2,9,50.0,3,50.0,13.1,18.9,True,2021-09-01|2026-03-01
iDE,PIQUENAS T2,45.0,MADRID,2,4,50.0,2,50.0,13.1,17.2,True,2024-04-29|2024-08-27
Endesa,S_FERNAN,66.0,Cádiz,2,2,50.0,1,50.0,13.0,20.2,True,2022-02-01|2022-04-01
iDE,EZCARAY T1,13.0,LA RIOJA,2,7,50.0,3,50.0,13.0,13.8,True,2024-07-23|2024-10-29
iDE,HERNANI1 T1 30.000,30.0,GUIPÚZCOA,2,4,50.0,2,50.0,13.0,13.2,True,2024-04-29|2026-03-01
UFD,ATIOS,15.0,PONTEVEDRA,2,2,50.0,1,50.0,12.9,15.9,True,2022-02-27|2022-09-28
Endesa,MIJAS,66.0,Málaga,2,8,50.0,3,50.0,12.8,20.2,True,2021-08-01|2022-04-01
iDE,VILLALBA T1,20.0,MADRID,2,12,50.0,4,100.0,12.8,15.7,True,2024-12-02|2025-11-01
Endesa,T_MIGUEL,20.0,Badajoz,2,4,50.0,2,50.0,12.7,15.3,True,2022-04-01|2025-12-01
iDE,ARROYO.V T21,20.0,MADRID,2,10,50.0,4,100.0,12.7,19.9,True,2025-10-01|2025-11-01
iDE,MASANA/A    132.00,132.0,VALENCIA,2,12,50.0,4,50.0,12.7,14.3,True,2024-12-02|2025-02-26
iDE,MASANASA T1,20.0,VALENCIA,2,12,50.0,4,50.0,12.7,14.3,True,2024-12-02|2025-02-26
iDE,MASANASA T2,20.0,VALENCIA,2,12,50.0,4,50.0,12.7,14.3,True,2024-12-02|2025-02-26
iDE,MASANASA T3,20.0,VALENCIA,2,12,50.0,4,50.0,12.7,14.3,True,2024-12-02|2025-02-26
Endesa,ENRAMADI,20.0,Sevilla,2,4,50.0,2,100.0,12.6,14.7,True,2022-04-01|2026-05-01
iDE,LASARTE T2  30.000,30.0,GUIPÚZCOA,2,4,50.0,2,50.0,12.6,13.6,True,2024-04-29|2026-03-01
Endesa,REMCAUDA,15.0,Cádiz,2,10,50.0,4,50.0,12.5,12.7,True,2025-10-01|2026-03-01
Endesa,ROCIO,15.0,Huelva,2,11,50.0,4,100.0,12.5,20.0,True,2021-11-01|2025-10-01
REE,ALCIRA,220.0,,2,1,50.0,1,50.0,12.5,20.0,True,2024-01-02|2025-07-01
iDE,LASARTE T1  30.000,30.0,GUIPÚZCOA,2,4,50.0,2,50.0,12.5,13.6,True,2024-04-29|2026-03-01
iDE,VRREAL.S T11,20.0,CASTELLÓN,2,10,50.0,4,100.0,12.5,12.5,True,2025-10-01|2025-11-01
Endesa,CANSINOS,20.0,Córdoba,2,4,50.0,2,100.0,12.4,14.9,True,2022-04-01|2026-05-01
iDE,EZCARAY T1,13.2,LA RIOJA,2,10,50.0,4,50.0,12.1,13.5,True,2025-10-01|2026-03-01
Endesa,TABLERO,20.0,Las Palmas,2,4,50.0,2,50.0,12.0,18.9,True,2022-04-01|2025-12-01
REE,MARZAGAN,66.0,,2,1,50.0,1,100.0,12.0,15.0,True,2024-01-02|2024-03-01
REE,MONTBLANC,220.0,,2,10,50.0,4,50.0,12.0,15.0,True,2025-10-01|2026-05-01
REE,SA VINYETA,66.0,,2,2,100.0,1,100.0,12.0,14.0,True,2024-02-01|2025-02-03
iDE,S.AGUSTI T1,20.0,MADRID,2,12,50.0,4,100.0,11.9,13.8,True,2024-12-02|2025-11-01
iDE,VILLALBA T2,20.0,MADRID,2,12,50.0,4,100.0,11.9,13.9,True,2024-12-02|2025-11-01
Endesa,CUNA,66.0,Sevilla,2,4,50.0,2,100.0,11.8,14.7,True,2022-04-01|2026-05-01
iDE,V.PARDIL T1,20.0,MADRID,2,7,50.0,3,50.0,11.7,14.9,True,2024-07-23|2025-11-01
Endesa,CINSA,20.0,Las Palmas,2,1,50.0,1,50.0,11.5,15.4,True,2022-01-01|2022-04-01
Endesa,HYTASA,66.0,Sevilla,2,4,50.0,2,100.0,11.5,14.7,True,2022-04-01|2026-05-01
Endesa,MERCADAL,15.0,Baleares,2,9,50.0,3,50.0,11.5,18.0,True,2021-09-01|2022-04-01
Endesa,TANGER,25.0,Barcelona,2,4,50.0,2,50.0,11.5,16.1,True,2022-04-01|2025-12-01
iDE,DAGANZO T1,20.0,MADRID,2,10,50.0,4,100.0,11.5,11.5,True,2025-10-01|2025-11-01
Endesa,COLON,15.0,Huelva,2,1,50.0,1,100.0,11.3,14.9,True,2022-01-01|2026-03-01
iDE,ARAVACA T1,20.0,MADRID,2,12,50.0,4,100.0,11.3,11.8,True,2024-12-02|2025-10-03
Endesa,LLANÇA,132.0,Girona,2,9,50.0,3,50.0,11.2,11.6,True,2021-09-01|2021-10-01
iDE,SANJOSE T1,13.2,LA RIOJA,2,10,50.0,4,50.0,11.2,12.7,True,2025-10-01|2026-03-01
REE,ARGUINEGUIN,66.0,,2,7,50.0,3,50.0,11.0,11.0,True,2024-07-01|2025-02-03
Endesa,MEDINA_S,15.0,Cádiz,2,12,100.0,4,100.0,10.9,15.0,True,2021-12-01|2025-12-01
Endesa,VILLNREY,66.0,Sevilla,2,10,50.0,4,50.0,10.9,14.1,True,2021-10-01|2022-04-01
Endesa,P_GRANAD,20.0,Santa Cruz de Tenerife,2,3,50.0,1,50.0,10.8,15.0,True,2022-03-01|2022-04-01
Endesa,REN.F.MUES,45.0,Zaragoza,2,8,50.0,3,50.0,10.6,16.2,True,2021-08-01|2022-04-01
iDE,CABANILL    66.000,66.0,MADRID,2,12,50.0,4,100.0,10.6,11.1,True,2024-12-02|2025-11-01
Endesa,S.PERE.RIB,110.0,Barcelona,2,4,50.0,2,50.0,10.5,11.5,True,2022-04-01|2026-03-01
Endesa,S.PERE.RIB,25.0,Barcelona,2,4,50.0,2,50.0,10.5,11.5,True,2022-04-01|2026-03-01
Endesa,VALENZUELA,15.0,Zaragoza,2,8,50.0,3,50.0,10.5,15.1,True,2021-08-01|2022-04-01
Endesa,VILAMALLA,132.0,Girona,2,9,50.0,3,50.0,10.5,13.9,True,2021-09-01|2021-10-01
Endesa,XIRGU,110.0,Girona,2,10,50.0,4,50.0,10.5,11.3,True,2021-10-01|2022-04-01
REE,POLIGONO GRANADILLA,66.0,,2,5,50.0,2,50.0,10.5,14.0,True,2024-05-16|2025-03-03
iDE,NANCLARE T1 30.000,30.0,ÁLAVA,2,1,50.0,1,50.0,10.5,14.0,True,2025-01-30|2025-12-01
iDE,RETAMAR T9,15.0,MADRID,2,10,50.0,4,100.0,10.5,14.9,True,2025-10-03|2025-11-01
Endesa,S.ANDREU,11.0,Barcelona,2,9,50.0,3,50.0,10.4,15.1,True,2021-09-01|2022-04-01
iDE,CANTABRI T1,66.0,LA RIOJA,2,7,50.0,3,100.0,10.3,15.1,True,2024-07-23|2024-09-26
iDE,CANTABRI T2,66.0,LA RIOJA,2,7,50.0,3,100.0,10.3,15.1,True,2024-07-23|2024-09-26
iDE,CASCAJOS T1,66.0,LA RIOJA,2,7,50.0,3,100.0,10.3,15.1,True,2024-07-23|2024-09-26
iDE,CASCAJOS T2,66.0,LA RIOJA,2,7,50.0,3,100.0,10.3,15.1,True,2024-07-23|2024-09-26
iDE,CENICERO T1,66.0,LA RIOJA,2,7,50.0,3,100.0,10.3,15.1,True,2024-07-23|2024-09-26
iDE,LANORIAS T1,66.0,LA RIOJA,2,7,50.0,3,100.0,10.3,15.1,True,2024-07-23|2024-09-26
iDE,LANORIAS T2,66.0,LA RIOJA,2,7,50.0,3,100.0,10.3,15.1,True,2024-07-23|2024-09-26
iDE,LASCANAS T1,66.0,LA RIOJA,2,7,50.0,3,100.0,10.3,15.1,True,2024-07-23|2024-09-26
iDE,LASCANAS T2,66.0,LA RIOJA,2,7,50.0,3,100.0,10.3,15.1,True,2024-07-23|2024-09-26
iDE,LOGRONO T3,66.0,LA RIOJA,2,7,50.0,3,100.0,10.3,15.1,True,2024-07-23|2024-09-26
iDE,LOGRONO T4,66.0,LA RIOJA,2,7,50.0,3,100.0,10.3,15.1,True,2024-07-23|2024-09-26
iDE,NAJERA T1,66.0,LA RIOJA,2,7,50.0,3,100.0,10.3,15.1,True,2024-07-23|2024-09-26
iDE,NAJERA T2,66.0,LA RIOJA,2,7,50.0,3,100.0,10.3,15.1,True,2024-07-23|2024-09-26
iDE,OYON T1,66.0,LA RIOJA,2,7,50.0,3,100.0,10.3,15.1,True,2024-07-23|2024-09-26
iDE,OYON T2,66.0,LA RIOJA,2,7,50.0,3,100.0,10.3,15.1,True,2024-07-23|2024-09-26
iDE,VAREA T2,66.0,LA RIOJA,2,7,50.0,3,100.0,10.3,15.1,True,2024-07-23|2024-09-26
iDE,VMEDIANA T1,66.0,LA RIOJA,2,7,50.0,3,100.0,10.3,15.1,True,2024-07-23|2024-09-26
iDE,VMEDIANA T2,66.0,LA RIOJA,2,7,50.0,3,100.0,10.3,15.1,True,2024-07-23|2024-09-26
iDE,TORRENTE T5,20.0,VALENCIA,2,2,50.0,1,50.0,10.2,14.7,True,2024-02-28|2026-05-01
Endesa,BARTOLOME,20.0,Las Palmas,2,11,50.0,4,100.0,10.1,11.0,True,2021-11-01|2021-12-01
iDE,CH T. RIO,66.0,NAVARRA,2,7,50.0,3,100.0,10.1,14.6,True,2024-07-23|2024-09-26
iDE,PANZARES T1,66.0,LA RIOJA,2,7,50.0,3,100.0,10.1,14.7,True,2024-07-23|2024-09-26
iDE,PANZARES T2,66.0,LA RIOJA,2,7,50.0,3,100.0,10.1,14.7,True,2024-07-23|2024-09-26
Endesa,CHAYOFA,20.0,Santa Cruz de Tenerife,2,3,50.0,1,50.0,10.0,15.0,True,2026-03-01|2026-05-01
Endesa,XIRGU,25.0,Girona,2,10,50.0,4,50.0,10.0,10.3,True,2021-10-01|2022-04-01
REE,ARAVACA,220.0,,2,11,50.0,4,50.0,10.0,10.0,True,2024-11-04|2025-02-03
REE,BUENOS AIRES,66.0,,2,2,50.0,1,50.0,10.0,15.0,True,2024-02-01|2024-07-01
REE,LA PLANA,220.0,,2,8,50.0,3,50.0,10.0,15.0,True,2024-08-01|2025-05-05
REE,VITORIA,220.0,,2,8,50.0,3,50.0,10.0,10.0,True,2024-08-01|2024-12-02
UFD,MATARROSA,45.0,LEON,2,8,50.0,3,50.0,10.0,10.0,True,2024-08-19|2025-10-01
UFD,VALDEMORO,15.0,MADRID,2,2,50.0,1,50.0,10.0,10.0,True,2022-02-27|2022-09-28
iDE,CATOLEDO T1,15.0,MADRID,2,6,50.0,2,50.0,10.0,14.5,True,2024-06-25|2025-11-01
iDE,PLGNO C     45.000,45.0,MADRID,2,5,50.0,2,50.0,9.9,10.0,True,2024-05-29|2024-12-02
Endesa,ALQUERIA,15.0,Huelva,2,11,50.0,4,50.0,9.8,14.5,True,2021-11-01|2022-06-01
Endesa,RASTRO,20.0,Sevilla,2,4,50.0,2,100.0,9.8,14.7,True,2022-04-01|2026-05-01
Endesa,REUS,11.0,Tarragona,2,10,50.0,4,50.0,9.8,11.7,True,2021-10-01|2022-04-01
UFD,PONTEAREAS,20.0,PONTEVEDRA,2,1,50.0,1,50.0,9.8,10.0,True,2025-01-27|2026-05-01
iDE,LANORIAS T1,13.0,LA RIOJA,2,7,50.0,3,100.0,9.8,14.1,True,2024-07-23|2024-09-26
iDE,LANORIAS T2,13.0,LA RIOJA,2,7,50.0,3,100.0,9.8,14.1,True,2024-07-23|2024-09-26
iDE,LASCANAS T1,13.0,LA RIOJA,2,7,50.0,3,100.0,9.8,14.1,True,2024-07-23|2024-09-26
iDE,LASCANAS T2,13.0,LA RIOJA,2,7,50.0,3,100.0,9.8,14.1,True,2024-07-23|2024-09-26
iDE,VMEDIANA T1,13.0,LA RIOJA,2,7,50.0,3,100.0,9.8,14.1,True,2024-07-23|2024-09-26
Endesa,AGROALIM,15.0,Cádiz,2,2,50.0,1,100.0,9.7,9.9,True,2022-02-01|2022-03-01
UFD,MEIRAMA,20.0,LA CORUÑA,2,2,100.0,1,100.0,9.7,11.0,True,2022-02-27|2024-02-22
iDE,CORDOVIL    66.000,66.0,NAVARRA,2,10,50.0,4,100.0,9.7,9.8,True,2025-10-01|2025-11-01
Endesa,POLIGON,15.0,Baleares,2,4,50.0,2,100.0,9.6,9.8,True,2022-04-01|2022-05-01
iDE,CANTABRI T2,13.0,LA RIOJA,2,7,50.0,3,100.0,9.6,13.7,True,2024-07-23|2024-09-26
iDE,PIARROYO 15,15.0,MADRID,2,10,50.0,4,100.0,9.6,9.6,True,2025-10-01|2025-11-01
iDE,ROJALES T1,20.0,ALICANTE,2,10,50.0,4,50.0,9.6,9.7,True,2025-10-01|2026-03-01
iDE,OYARZUN1 T1 30.000,30.0,GUIPÚZCOA,2,5,50.0,2,50.0,9.5,12.1,True,2024-05-29|2026-03-01
iDE,F.S.LUIS    132.00,132.0,VALENCIA,2,12,50.0,4,50.0,9.4,11.6,True,2024-12-02|2025-02-26
iDE,CASCAJOS T1,13.0,LA RIOJA,2,7,50.0,3,100.0,9.3,13.0,True,2024-07-23|2024-09-26
iDE,CASCAJOS T2,13.0,LA RIOJA,2,7,50.0,3,100.0,9.3,13.0,True,2024-07-23|2024-09-26
iDE,VAREA T2,13.0,LA RIOJA,2,7,50.0,3,100.0,9.3,13.0,True,2024-07-23|2024-09-26
iDE,VENTEROS A2    66.000,66.0,MADRID,2,10,50.0,4,100.0,9.3,9.3,True,2025-10-01|2025-11-01
Endesa,LS_VILNVAS,20.0,Teruel,2,2,50.0,1,100.0,9.2,11.7,True,2022-02-01|2026-01-01
UFD,TIBO,20.0,PONTEVEDRA,2,1,50.0,1,50.0,9.2,9.7,True,2025-01-27|2026-05-01
Endesa,ASLAND,110.0,Barcelona,2,4,50.0,2,50.0,9.1,11.4,True,2022-04-01|2025-10-01
REE,CALDERS,400.0,,2,8,50.0,3,50.0,9.0,10.0,True,2024-08-01|2025-06-02
REE,CALLEJONES,66.0,,2,8,50.0,3,50.0,9.0,9.0,True,2024-08-01|2024-11-04
REE,GRAN TARAJAL,66.0,,2,11,50.0,4,50.0,9.0,9.0,True,2024-11-04|2025-01-02
REE,MANUEL CRUZ,66.0,,2,6,50.0,2,50.0,9.0,10.0,True,2024-06-03|2024-10-01
Endesa,VILLMART,20.0,Cádiz,2,11,50.0,4,50.0,8.8,10.0,True,2021-11-01|2022-02-01
iDE,VALLADOLID T22 13,13.2,VALLADOLID,2,10,100.0,4,100.0,8.8,12.6,True,2025-10-01|2025-10-03
iDE,GRINON T1,45.0,MADRID,2,4,50.0,2,50.0,8.7,9.0,True,2024-04-29|2025-10-03
iDE,VALLADOLID T11 13,13.2,VALLADOLID,2,10,100.0,4,100.0,8.7,9.0,True,2025-10-01|2025-10-03
Endesa,MONTECAS,15.0,Cádiz,2,1,50.0,1,50.0,8.6,9.6,True,2022-01-01|2022-04-01
iDE,ALDAIA T1,20.0,VALENCIA,2,10,50.0,4,100.0,8.6,10.9,True,2025-10-01|2025-11-01
iDE,LAGUARDIA T1,66.0,ÁLAVA,2,7,50.0,3,100.0,8.6,11.7,True,2024-07-23|2024-09-26
iDE,COTORRED T1,45.0,MADRID,2,11,50.0,4,50.0,8.5,9.3,True,2025-11-01|2026-03-01
iDE,GANDULLA    66.000,66.0,MADRID,2,12,50.0,4,100.0,8.4,11.2,True,2024-12-02|2025-11-01
Endesa,BOSQUE,20.0,Cádiz,2,3,50.0,1,50.0,8.3,9.9,True,2022-03-01|2022-04-01
Endesa,MOJA,25.0,Barcelona,2,10,50.0,4,50.0,8.3,10.0,True,2025-10-01|2026-03-01
Endesa,S.CECILIA,132.0,Barcelona,2,4,50.0,2,100.0,8.3,9.9,True,2022-04-01|2026-05-01
Endesa,TORRERO,10.0,Zaragoza,2,4,50.0,2,100.0,8.2,8.8,True,2022-04-01|2022-05-01
iDE,BBVA        66.000,66.0,MADRID,2,10,50.0,4,100.0,8.2,8.3,True,2025-10-01|2025-11-01
iDE,ERASVMRO T1,45.0,MADRID,2,10,50.0,4,50.0,8.2,10.2,True,2025-10-03|2026-05-01
Endesa,GUIXERES,25.0,Barcelona,2,4,50.0,2,50.0,8.1,9.4,True,2022-04-01|2025-12-01
iDE,LOGRONO T52,13.2,LA RIOJA,2,10,50.0,4,100.0,8.1,11.2,True,2025-10-01|2025-12-01
iDE,CAMPOAMOR T1,20.0,ALICANTE,2,10,50.0,4,100.0,8.0,8.1,True,2025-10-01|2025-11-01
iDE,ELGOIBA1 T2,13.0,GUIPÚZCOA,2,11,50.0,4,50.0,8.0,10.0,True,2023-11-30|2024-01-31
Endesa,TORREARE,15.0,Huelva,2,3,50.0,1,50.0,7.9,9.8,True,2026-03-01|2026-05-01
Endesa,TORREARE,20.0,Huelva,2,3,50.0,1,50.0,7.9,9.8,True,2026-03-01|2026-05-01
iDE,OYARZUN1 T2 30.000,30.0,GUIPÚZCOA,2,5,50.0,2,50.0,7.8,9.9,True,2024-05-29|2026-03-01
Endesa,ARENAL,15.0,Baleares,2,4,50.0,2,50.0,7.7,8.2,True,2022-04-01|2026-01-01
Endesa,VELES,15.0,Baleares,2,9,50.0,3,50.0,7.7,9.9,True,2021-09-01|2022-06-01
iDE,CANTABRI T1,13.0,LA RIOJA,2,7,50.0,3,100.0,7.6,9.6,True,2024-07-23|2024-09-26
Endesa,PILAS,15.0,Sevilla,2,10,50.0,4,50.0,7.5,10.0,True,2021-10-01|2022-01-01
REE,ARTA,66.0,,2,3,50.0,1,50.0,7.5,10.0,True,2024-03-01|2024-11-04
REE,CUESTA DE LA VILLA,66.0,,2,7,50.0,3,100.0,7.5,10.0,True,2024-07-01|2024-08-01
REE,LLATZER,66.0,,2,9,50.0,3,50.0,7.5,10.0,True,2024-09-02|2024-10-01
UFD,PONFERRADA,45.0,LEON,2,2,50.0,1,50.0,7.5,10.0,True,2022-02-27|2025-10-01
iDE,ELS PLANS   66.000,66.0,CASTELLÓN,2,5,50.0,2,50.0,7.5,10.0,True,2024-05-29|2024-08-27
iDE,NAVEROS T1,45.0,MADRID,2,10,50.0,4,50.0,7.5,9.9,True,2025-10-03|2026-05-01
iDE,XANADU T1,45.0,MADRID,2,11,50.0,4,50.0,7.4,9.3,True,2025-11-01|2026-03-01
Endesa,ALCAGUAD,15.0,Sevilla,2,8,50.0,3,50.0,7.3,8.2,True,2021-08-01|2021-12-01
iDE,BRTOBIA T2,66.0,LA RIOJA,2,7,50.0,3,100.0,7.3,9.1,True,2024-07-23|2024-09-26
iDE,LENTISCA T1,66.0,LA RIOJA,2,7,50.0,3,100.0,7.3,9.1,True,2024-07-23|2024-09-26
iDE,LENTISCA T2,66.0,LA RIOJA,2,7,50.0,3,100.0,7.3,9.1,True,2024-07-23|2024-09-26
iDE,VILLARES T3,20.0,CUENCA,2,12,50.0,4,100.0,7.1,9.2,True,2024-12-02|2025-10-03
Endesa,MIJAS,20.0,Málaga,2,8,50.0,3,50.0,7.0,8.7,True,2021-08-01|2022-04-01
REE,MADRIDEJOS,220.0,,2,6,50.0,2,50.0,7.0,9.0,True,2024-06-03|2024-09-02
iDE,LL.CUART T1,20.0,VALENCIA,2,10,50.0,4,100.0,7.0,7.0,True,2025-10-01|2025-11-01
iDE,MIRAFLOR T1,20.0,MADRID,2,12,50.0,4,100.0,7.0,7.0,True,2024-12-02|2025-11-01
iDE,BRTOBIA T1,13.0,LA RIOJA,2,7,50.0,3,50.0,6.9,8.3,True,2024-07-23|2025-02-26
iDE,LENTISCA T1,13.0,LA RIOJA,2,7,50.0,3,100.0,6.8,8.1,True,2024-07-23|2024-09-26
iDE,LENTISCA T2,13.0,LA RIOJA,2,7,50.0,3,100.0,6.8,8.1,True,2024-07-23|2024-09-26
iDE,PIARROYO T2,15.0,MADRID,2,4,50.0,2,50.0,6.8,8.6,True,2024-04-29|2025-02-26
iDE,PALMAR T2,20.0,Murcia,2,12,50.0,4,50.0,6.7,8.3,True,2025-12-01|2026-03-01
iDE,VCARCER T2,20.0,VALENCIA,2,12,50.0,4,50.0,6.6,8.1,True,2023-12-21|2026-03-01
iDE,BECHI T1,20.0,CASTELLÓN,2,10,50.0,4,100.0,6.5,7.6,True,2025-10-01|2025-11-01
iDE,SANJOSE T2,13.2,LA RIOJA,2,10,50.0,4,50.0,6.5,8.1,True,2025-10-01|2026-03-01
Endesa,CADIZ,132.0,Cádiz,2,10,50.0,4,50.0,6.4,6.7,True,2021-10-01|2022-05-01
iDE,MANSILLA T1,66.0,LA RIOJA,2,7,50.0,3,100.0,6.4,7.3,True,2024-07-23|2024-09-26
Endesa,ODIEL,66.0,Huelva,2,12,50.0,4,50.0,6.3,6.7,True,2025-12-01|2026-03-01
iDE,ORCOYEN T4,13.0,NAVARRA,2,4,50.0,2,50.0,6.3,6.3,True,2024-04-29|2024-07-23
Endesa,S.CECILIA,25.0,Barcelona,2,4,50.0,2,100.0,6.2,6.7,True,2022-04-01|2026-05-01
REE,LOMO MASPALOMAS,66.0,,2,8,50.0,3,50.0,6.0,6.0,True,2024-08-01|2024-11-04
Endesa,S_AGUSTIN,20.0,Las Palmas,2,4,50.0,2,50.0,5.9,6.4,True,2022-04-01|2025-12-01
Endesa,S.JORGE,15.0,Baleares,2,4,50.0,2,50.0,5.7,6.1,True,2022-04-01|2026-01-01
iDE,SDOMINGO T2,13.0,LA RIOJA,2,7,50.0,3,50.0,5.7,6.0,True,2024-07-23|2024-10-29
REE,ARENAL,66.0,,2,3,50.0,1,50.0,5.5,6.0,True,2024-03-01|2025-06-02
REE,RETAMAR,220.0,,2,4,50.0,2,50.0,5.5,6.0,True,2024-04-01|2025-03-03
iDE,ALBELDA T2,66.0,LA RIOJA,2,7,50.0,3,100.0,5.5,5.5,True,2024-07-23|2024-09-26
iDE,PANZARES T2,20.0,LA RIOJA,2,7,50.0,3,100.0,5.5,5.5,True,2024-07-23|2024-09-26
